date,open,high,low,close,volume
2005-03-11,1.9900,1.9930,1.9103,1.9279,73218000
2005-03-14,1.9677,1.9907,1.9539,1.9823,57214800
2005-03-15,1.9923,2.0114,1.9409,1.9424,37810800
2005-03-16,1.9348,1.9654,1.9087,1.9095,53535600
2005-03-17,1.9156,1.9225,1.8857,1.8903,44258400
2005-03-18,1.8934,1.8980,1.8175,1.8520,63901200
2005-03-21,1.8398,1.9202,1.8398,1.9156,65445600
2005-03-22,1.9172,1.9348,1.8743,1.8811,62299200
2005-03-23,1.8788,1.9348,1.8750,1.9218,72878400
2005-03-24,1.9271,1.9792,1.9241,1.9256,86535600
2005-03-28,1.9386,1.9539,1.8857,1.9041,51118800
2005-03-29,1.9018,1.9233,1.8536,1.8620,58740000
2005-03-30,1.8628,1.8888,1.7984,1.8620,85870800
2005-03-31,1.8513,1.8643,1.8122,1.8206,51831600
2005-04-01,1.8428,1.8536,1.7923,1.8030,51075600
2005-04-04,1.7930,1.7984,1.7524,1.7923,42142800
2005-04-05,1.7930,1.8306,1.7501,1.7608,43012800
2005-04-06,1.7938,1.8237,1.7815,1.7877,56746800
2005-04-07,1.7923,1.8390,1.7662,1.8206,50635200
2005-04-08,1.8283,1.8689,1.7930,1.7969,62154000
2005-04-11,1.8099,1.8160,1.7562,1.7616,32838000
2005-04-12,1.7562,1.7861,1.7172,1.7831,51223200
2005-04-13,1.7854,1.7900,1.6972,1.7087,49840800
2005-04-14,1.7126,1.7287,1.6888,1.6949,35208000
2005-04-15,1.6735,1.6858,1.6206,1.6359,63015600
2005-04-18,1.6260,1.6612,1.6168,1.6245,47310000
2005-04-19,1.6513,1.6934,1.6436,1.6812,36546000
2005-04-20,1.7095,1.7202,1.6283,1.6298,56467200
2005-04-21,1.6635,1.7264,1.6481,1.7218,53815200
2005-04-22,1.7095,1.7210,1.6842,1.7041,33627600
2005-04-25,1.7187,1.7440,1.7103,1.7310,31816800
2005-04-26,1.7317,1.7677,1.6881,1.7233,35314800
2005-04-27,1.6781,1.6842,1.6229,1.6574,60934800
2005-04-28,1.6520,1.6850,1.6359,1.6628,37294800
2005-04-29,1.6704,1.6919,1.6030,1.6804,47835600
2005-05-02,1.7003,1.7195,1.6490,1.6743,33490800
2005-05-03,1.6758,1.7064,1.6582,1.6651,43951200
2005-05-04,1.6727,1.7302,1.6674,1.7179,46881600
2005-05-05,1.7279,1.7731,1.7187,1.7517,61927200
2005-05-06,1.7723,1.7762,1.7317,1.7754,35572800
2005-05-09,1.7831,1.8206,1.7723,1.8084,74533200
2005-05-10,1.7854,1.7861,1.7179,1.7379,73512000
2005-05-11,1.7471,1.7547,1.7057,1.7087,55542000
2005-05-12,1.7087,1.7693,1.7072,1.7463,83558400
2005-05-13,1.9041,1.9516,1.8237,1.9409,265032000
2005-05-16,1.9179,1.9608,1.9172,1.9478,66410400
2005-05-17,1.9363,1.9785,1.9348,1.9693,63980400
2005-05-18,1.9647,1.9884,1.9440,1.9838,55005600
2005-05-19,1.9884,1.9969,1.9578,1.9800,45288000
2005-05-20,1.9777,2.0160,1.9547,2.0152,51700800
2005-05-23,2.0290,2.0827,2.0229,2.0620,70366800
2005-05-24,2.0520,2.0988,2.0421,2.0911,52219200
2005-05-25,2.0926,2.0972,2.0444,2.0643,53527200
2005-05-26,2.0827,2.1386,2.0788,2.1225,78878400
2005-05-27,2.1263,2.1286,2.0865,2.1087,32274000
2005-05-31,2.0995,2.1172,2.0421,2.0765,76317600
2005-06-01,2.0627,2.1340,2.0382,2.0957,79663200
2005-06-02,2.0880,2.1739,2.0880,2.1739,68434800
2005-06-03,2.1662,2.1861,2.1455,2.1685,55962000
2005-06-06,2.1294,2.1716,2.1279,2.1478,51289200
2005-06-07,2.1332,2.1685,2.0880,2.0957,97413600
2005-06-08,2.1049,2.1302,2.0589,2.0811,61872000
2005-06-09,2.0650,2.1693,2.0627,2.1685,61990800
2005-06-10,2.1662,2.1685,2.1294,2.1440,46509600
2005-06-13,2.1455,2.2520,2.1394,2.1915,140991600
2005-06-14,2.1892,2.2283,1.9930,2.0620,240841200
2005-06-15,2.0486,2.0650,1.9746,2.0559,166978800
2005-06-16,2.0551,2.0804,1.9884,2.0666,48924000
2005-06-17,2.0919,2.0957,2.0569,2.0620,45634800
2005-06-20,2.0620,2.1072,2.0283,2.0934,60606000
2005-06-21,2.1072,2.1233,2.0873,2.1133,42817200
2005-06-22,2.1355,2.1501,2.0850,2.1110,70066800
2005-06-23,2.1072,2.1700,2.0995,2.1440,83697600
2005-06-24,2.1401,2.1409,2.0643,2.0758,47563200
2005-06-27,2.0627,2.0796,2.0405,2.0589,35458800
2005-06-28,2.0670,2.0857,2.0444,2.0719,26230800
2005-06-29,2.0712,2.0765,2.0359,2.0528,28357200
2005-06-30,2.0666,2.0857,2.0313,2.0474,59323200
2005-07-01,2.0405,2.0597,2.0152,2.0566,31516800
2005-07-05,2.0582,2.0972,2.0444,2.0888,38844000
2005-07-06,2.0957,2.1539,2.0719,2.1447,70363200
2005-07-07,2.1110,2.1455,2.1041,2.1294,46590000
2005-07-08,2.1424,2.1631,2.1149,2.1562,40813200
2005-07-11,2.1754,2.2106,2.1662,2.1884,39949200
2005-07-12,2.1869,2.1930,2.1317,2.1762,56425200
2005-07-13,2.1892,2.1915,2.1424,2.1792,59478000
2005-07-14,2.2022,2.2451,2.0796,2.0827,187149600
2005-07-15,2.0762,2.0827,2.0244,2.0605,122335200
2005-07-18,2.0543,2.0551,1.9884,2.0091,104490000
2005-07-19,2.0214,2.0413,2.0060,2.0367,51789600
2005-07-20,2.0129,2.0758,1.9854,2.0673,52650000
2005-07-21,2.0405,2.0497,1.9900,2.0321,59452800
2005-07-22,2.0421,2.0712,1.9647,1.9792,69926400
2005-07-25,1.9562,2.0520,1.9478,1.9907,97495200
2005-07-26,1.9823,2.0352,1.9746,2.0321,75949200
2005-07-27,2.0352,2.0827,2.0007,2.0735,80782800
2005-07-28,2.0696,2.0995,2.0413,2.0896,41124000
2005-07-29,2.0811,2.1034,2.0566,2.0735,35166000
2005-08-01,2.0857,2.1141,2.0719,2.1049,38904000
2005-08-02,2.1072,2.1401,2.1041,2.1332,42265200
2005-08-03,2.1244,2.1532,2.1141,2.1332,51825600
2005-08-04,2.1172,2.1263,2.1064,2.1110,35642400
2005-08-05,2.1018,2.1693,2.0934,2.1647,68409600
2005-08-08,2.1792,2.2199,2.1570,2.1723,72554400
2005-08-09,2.1754,2.1808,2.1432,2.1670,29190000
2005-08-10,2.1838,2.1869,2.1126,2.1348,44055600
2005-08-11,2.1348,2.1685,2.1141,2.1647,70155600
2005-08-12,2.2919,2.3148,2.2137,2.2949,229542000
2005-08-15,2.3026,2.3769,2.2735,2.3532,88280400
2005-08-16,2.3309,2.3516,2.2965,2.3133,63748800
2005-08-17,2.3034,2.3417,2.3018,2.3133,60757200
2005-08-18,2.2957,2.3072,2.2436,2.2535,82273200
2005-08-19,2.2574,2.2643,2.2306,2.2375,42223200
2005-08-22,2.2336,2.2696,2.1930,2.2191,54722400
2005-08-23,2.2168,2.2451,2.2091,2.2336,25446000
2005-08-24,2.2191,2.2827,2.2083,2.2352,51462000
